July NNP B-NP 8
are VBP B-VP 8
topped VBN I-VP 8
only RB B-ADVP 8
by IN B-PP 8
the DT B-NP 8
# # I-NP 8
2.3 CD I-NP 8
billion CD I-NP 8
deficit NN I-NP 8
of IN B-PP 8
October NNP B-NP 8
1988 CD I-NP 8
. . O 8
Sanjay NNP B-NP 9
Joshi NNP I-NP 9
, , O 9
European JJ B-NP 9
economist NN I-NP 9
at IN B-PP 9
Baring NNP B-NP 9
Brothers NNPS I-NP 9
& CC I-NP 9
Co. NNP I-NP 9
, , O 9
said VBD B-VP 9
there EX B-NP 9
is VBZ B-VP 9
no DT B-NP 9
sign NN I-NP 9
that IN B-SBAR 9
Britain NNP B-NP 9
's POS B-NP 9
manufacturing NN I-NP 9
industry NN I-NP 9
is VBZ B-VP 9
transforming VBG I-VP 9
itself PRP B-NP 9
to TO B-VP 9
boost VB I-VP 9
exports NNS B-NP 9
. . O 9
At IN B-PP 10
the DT B-NP 10
same JJ I-NP 10
time NN I-NP 10
, , O 10
he PRP B-NP 10
remains VBZ B-VP 10
fairly RB B-ADJP 10
pessimistic JJ I-ADJP 10
about IN B-PP 10
the DT B-NP 10
outlook NN I-NP 10
for IN B-PP 10
imports NNS B-NP 10
, , O 10
given VBN B-PP 10
continued VBD B-NP 10
high JJ I-NP 10
consumer NN I-NP 10
and CC I-NP 10
capital NN I-NP 10
goods NNS I-NP 10
inflows NNS I-NP 10
. . O 10
He PRP B-NP 11
reckons VBZ B-VP 11
the DT B-NP 11
current JJ I-NP 11
account NN I-NP 11
deficit NN I-NP 11
will MD B-VP 11
narrow VB I-VP 11
to TO B-PP 11
only RB B-NP 11
# # I-NP 11
1.8 CD I-NP 11
billion CD I-NP 11
in IN B-PP 11
September NNP B-NP 11
. . O 11
However RB B-ADVP 12
, , O 12
Mr. NNP B-NP 12
Dillow NNP I-NP 12
said VBD B-VP 12
he PRP B-NP 12
believes VBZ B-VP 12
that IN B-SBAR 12
a DT B-NP 12
reduction NN I-NP 12
in IN B-PP 12
raw JJ B-NP 12
material NN I-NP 12
stockbuilding VBG I-NP 12
by IN B-PP 12
industry NN B-NP 12
could MD B-VP 12
lead VB I-VP 12
to TO B-PP 12
a DT B-NP 12
sharp JJ I-NP 12
drop NN I-NP 12
in IN B-PP 12
imports NNS B-NP 12
. . O 12
Combined VBN B-PP 13
with IN B-PP 13
at IN B-ADVP 13
least JJS I-ADVP 13
some DT B-NP 13
rebound NN I-NP 13
in IN B-PP 13
exports NNS B-NP 13
after IN B-PP 13
August NNP B-NP 13
's POS B-NP 13
unexpected JJ I-NP 13
decline NN I-NP 13
, , O 13
the DT B-NP 13
deficit NN I-NP 13
could MD B-VP 13
narrow VB I-VP 13
to TO B-PP 13
as RB B-NP 13
little JJ I-NP 13
as IN I-NP 13
# # I-NP 13
1.3 CD I-NP 13
billion CD I-NP 13
. . O 13
Mr. NNP B-NP 14
Briscoe NNP I-NP 14
, , O 14
who WP B-NP 14
also RB B-ADVP 14
forecasts VBZ B-VP 14
a DT B-NP 14
# # I-NP 14
1.3 CD I-NP 14
billion CD I-NP 14
current JJ I-NP 14
account NN I-NP 14
gap NN I-NP 14
, , O 14
warns VBZ B-VP 14
that IN B-SBAR 14
even RB B-SBAR 14
if IN I-SBAR 14
the DT B-NP 14
trade NN I-NP 14
figures NNS I-NP 14
are VBP B-VP 14
bullish JJ B-ADJP 14
for IN B-PP 14
sterling NN B-NP 14
, , O 14
the DT B-NP 14
currency NN I-NP 14
wo MD B-VP 14
n't RB I-VP 14
advance VB I-VP 14
much JJ B-NP 14
because IN B-SBAR 14
investors NNS B-NP 14
will MD B-VP 14
want VB I-VP 14
to TO I-VP 14
see VB I-VP 14
further JJ B-NP 14
evidence NN I-NP 14
of IN B-PP 14
the DT B-NP 14
turnaround NN I-NP 14
before IN B-PP 14
adjusting VBG B-VP 14
positions NNS B-NP 14
. . O 14
Nevertheless RB B-ADVP 15
, , O 15
he PRP B-NP 15
noted VBD B-VP 15
, , O 15
`` `` O 15
No DT B-NP 15
one PRP I-NP 15
will MD B-VP 15
want VB I-VP 15
to TO I-VP 15
go VB I-VP 15
into IN B-PP 15
the DT B-NP 15
trade NN I-NP 15
figures NNS I-NP 15
without IN B-PP 15
a DT B-NP 15
flat JJ I-NP 15
position NN I-NP 15
'' '' O 15
in IN B-PP 15
the DT B-NP 15
pound NN I-NP 15
. . O 15
Meanwhile RB B-ADVP 16
, , O 16
overall JJ B-NP 16
evidence NN I-NP 16
on IN B-PP 16
the DT B-NP 16
economy NN I-NP 16
remains VBZ B-VP 16
fairly RB B-ADJP 16
clouded VBN I-ADJP 16
. . O 16
In IN B-PP 17
his PRP$ B-NP 17
Mansion NNP I-NP 17
House NNP I-NP 17
speech NN I-NP 17
, , O 17
Mr. NNP B-NP 17
Lawson NNP I-NP 17
warned VBD B-VP 17
that IN B-SBAR 17
a DT B-NP 17
further JJ I-NP 17
slowdown NN I-NP 17
can MD B-VP 17
be VB I-VP 17
expected VBN I-VP 17
as IN B-SBAR 17
the DT B-NP 17
impact NN I-NP 17
of IN B-PP 17
the DT B-NP 17
last JJ I-NP 17
rise NN I-NP 17
in IN B-PP 17
interest NN B-NP 17
rates NNS I-NP 17
earlier RBR B-NP 17
this DT I-NP 17
month NN I-NP 17
takes VBZ B-VP 17
effect NN B-NP 17
. . O 17
U.K. JJ B-NP 18
base NN I-NP 18
rates NNS I-NP 18
are VBP B-VP 18
at IN B-PP 18
their PRP$ B-NP 18
highest JJS I-NP 18
level NN I-NP 18
in IN B-PP 18
eight CD B-NP 18
years NNS I-NP 18
. . O 18
But CC O 19
consumer NN B-NP 19
expenditure NN I-NP 19
data NNS I-NP 19
released VBD B-VP 19
Friday NNP B-NP 19
do VBP B-VP 19
n't RB I-VP 19
suggest VB I-VP 19
that IN B-SBAR 19
the DT B-NP 19
U.K. NNP I-NP 19
economy NN I-NP 19
is VBZ B-VP 19
slowing VBG I-VP 19
that DT B-ADVP 19
quickly RB I-ADVP 19
. . O 19
The DT B-NP 20
figures NNS I-NP 20
show VBP B-VP 20
that DT O 20
spending NN B-NP 20
rose VBD B-VP 20
0.1 CD B-NP 20
% NN I-NP 20
in IN B-PP 20
the DT B-NP 20
third JJ I-NP 20
quarter NN I-NP 20
from IN B-PP 20
the DT B-NP 20
second JJ I-NP 20
quarter NN I-NP 20
and CC O 20
was VBD B-VP 20
up IN B-ADVP 20
3.8 CD B-NP 20
% NN I-NP 20
from IN B-PP 20
a DT B-NP 20
year NN I-NP 20
ago RB B-ADVP 20
. . O 20
This DT B-NP 21
compares VBZ B-VP 21
with IN B-PP 21
a DT B-NP 21
1.6 CD I-NP 21
% NN I-NP 21
rise NN I-NP 21
in IN B-PP 21
the DT B-NP 21
second NN I-NP 21
from IN B-PP 21
the DT B-NP 21
first JJ I-NP 21
quarter NN I-NP 21
and CC O 21
a DT B-NP 21
5.4 CD I-NP 21
% NN I-NP 21
increase NN I-NP 21
from IN B-PP 21
the DT B-NP 21
second JJ I-NP 21
quarter NN I-NP 21
of IN B-PP 21
1988 CD B-NP 21
. . O 21
Mr. NNP B-NP 22
Dillow NNP I-NP 22
said VBD B-VP 22
the DT B-NP 22
data NNS I-NP 22
show VBP B-VP 22
the DT B-NP 22
economy NN I-NP 22
`` `` O 22
is VBZ B-VP 22
still RB B-ADVP 22
quite RB B-ADJP 22
strong JJ I-ADJP 22
, , O 22
'' '' O 22
but CC O 22
suggestions NNS B-NP 22
that IN B-SBAR 22
much NN B-NP 22
of IN B-PP 22
the DT B-NP 22
spending NN I-NP 22
went VBD B-VP 22
on IN B-PP 22
services NNS B-NP 22
rather RB B-PP 22
than IN I-PP 22
consumer NN B-NP 22
goods NNS I-NP 22
should MD B-VP 22
reduce VB I-VP 22
fears NNS B-NP 22
of IN B-PP 22
more JJR B-NP 22
import NN I-NP 22
rises NNS I-NP 22
. . O 22
Certainly RB B-ADVP 23
, , O 23
the DT B-NP 23
chancellor NN I-NP 23
has VBZ B-VP 23
made VBN I-VP 23
it PRP B-NP 23
clear JJ B-ADJP 23
that IN B-SBAR 23
he PRP B-NP 23
is VBZ B-VP 23
prepared VBN I-VP 23
to TO I-VP 23
increase VB I-VP 23
interest NN B-NP 23
rates NNS I-NP 23
again RB B-ADVP 23
if IN B-SBAR 23
necessary JJ B-ADJP 23
to TO B-VP 23
both DT I-VP 23
ensure VB I-VP 23
that IN B-SBAR 23
a DT B-NP 23
substantial JJ I-NP 23
slowdown NN I-NP 23
does VBZ B-VP 23
take VB I-VP 23
place NN B-NP 23
and CC O 23
that DT O 23
sterling NN B-NP 23
does VBZ B-VP 23
n't RB I-VP 23
decline VB I-VP 23
further JJ B-ADVP 23
. . O 23
Thursday NNP B-NP 24
, , O 24
he PRP B-NP 24
reminded VBD B-VP 24
his PRP$ B-NP 24
audience NN I-NP 24
that IN B-SBAR 24
the DT B-NP 24
government NN I-NP 24
`` `` O 24
can MD B-VP 24
not RB I-VP 24
allow VB I-VP 24
the DT B-NP 24
necessary JJ I-NP 24
rigor NN I-NP 24
of IN B-PP 24
monetary JJ B-NP 24
policy NN I-NP 24
to TO B-VP 24
be VB I-VP 24
undermined VBN I-VP 24
by IN B-PP 24
exchange NN B-NP 24
rate NN I-NP 24
weakness NN I-NP 24
. . O 24
'' '' O 24
Analysts NNS B-NP 25
agree VBP B-VP 25
there EX B-NP 25
is VBZ B-VP 25
little JJ B-NP 25
holding NN B-VP 25
sterling NN B-NP 25
firm NN B-ADJP 25
at IN B-PP 25
the DT B-NP 25
moment NN I-NP 25
other JJ B-ADJP 25
than IN B-PP 25
Mr. NNP B-NP 25
Lawson NNP I-NP 25
's POS B-NP 25
promise NN I-NP 25
that IN B-SBAR 25
rates NNS B-NP 25
will MD B-VP 25
be VB I-VP 25
pushed VBN I-VP 25
higher JJR B-ADJP 25
if IN B-SBAR 25
necessary JJ B-ADJP 25
. . O 25
And CC O 26
, , O 26
they PRP B-NP 26
warn VBP B-VP 26
, , O 26
any DT B-NP 26
further JJ I-NP 26
drop NN I-NP 26
in IN B-PP 26
the DT B-NP 26
government NN I-NP 26
's POS B-NP 26
popularity NN I-NP 26
could MD B-VP 26
swiftly RB I-VP 26
make VB I-VP 26
this DT B-NP 26
promise NN I-NP 26
sound NN B-VP 26
hollow JJ B-ADJP 26
. . O 26
Sterling NNP B-NP 27
was VBD B-VP 27
already RB I-VP 27
showing VBG I-VP 27
some DT B-NP 27
signs NNS I-NP 27
of IN B-PP 27
a DT B-NP 27
lack NN I-NP 27
of IN B-PP 27
confidence NN B-NP 27
in IN B-PP 27
Mr. NNP B-NP 27
Lawson NNP I-NP 27
's POS B-NP 27
promise NN I-NP 27
Friday NNP B-NP 27
. . O 27
In IN B-PP 28
European JJ B-NP 28
trading NN I-NP 28
it PRP B-NP 28
declined VBD B-VP 28
to TO B-PP 28
$ $ B-NP 28
1.5890 CD I-NP 28
and CC O 28
2.9495 CD B-NP 28
marks NNS I-NP 28
from IN B-PP 28
$ $ B-NP 28
1.5940 CD I-NP 28
and CC O 28
2.9429 CD B-NP 28
marks NNS I-NP 28
late JJ B-NP 28
Thursday NNP I-NP 28
. . O 28
Economists NNS B-NP 29
suggested VBD B-VP 29
that IN B-SBAR 29
if IN B-SBAR 29
the DT B-NP 29
pound NN I-NP 29
falls VBZ B-VP 29
much JJ B-NP 29
below IN B-PP 29
2.90 CD B-NP 29
marks NNS I-NP 29
, , O 29
the DT B-NP 29
government NN I-NP 29
will MD B-VP 29
be VB I-VP 29
forced VBN I-VP 29
to TO I-VP 29
increase VB I-VP 29
rates NNS B-NP 29
to TO B-PP 29
16 CD B-NP 29
% NN I-NP 29
, , O 29
both DT B-VP 29
to TO I-VP 29
halt VB B-VP 29
any DT B-NP 29
further JJ I-NP 29
decline NN I-NP 29
and CC O 29
ensure VB B-VP 29
that IN B-SBAR 29
the DT B-NP 29
balance NN I-NP 29
of IN B-PP 29
monetary JJ B-NP 29
policy NN I-NP 29
remains VBZ B-VP 29
unchanged JJ B-ADJP 29
. . O 29
Friday NNP B-NP 30
's POS B-NP 30
Market NNP I-NP 30
Activity NN I-NP 30
The DT B-NP 31
dollar NN I-NP 31
posted VBD B-VP 31
gains NNS B-NP 31
in IN B-PP 31
quiet JJ B-NP 31
trading NN I-NP 31
as IN B-SBAR 31
concerns NNS B-NP 31
about IN B-PP 31
equities NNS B-NP 31
abated VBN B-VP 31
. . O 31
Foreign JJ B-NP 32
exchange NN I-NP 32
dealers NNS I-NP 32
said VBD B-VP 32
that IN B-SBAR 32
the DT B-NP 32
currency NN I-NP 32
market NN I-NP 32
has VBZ B-VP 32
begun VBN I-VP 32
to TO I-VP 32
distance VB I-VP 32
itself PRP B-NP 32
from IN B-PP 32
the DT B-NP 32
volatile JJ I-NP 32
stock NN I-NP 32
exchange NN I-NP 32
, , O 32
which WDT B-NP 32
has VBZ B-VP 32
preoccupied VBN I-VP 32
the DT B-NP 32
market NN I-NP 32
since IN B-PP 32
Oct. NNP B-NP 32
13 CD I-NP 32
, , O 32
when WRB B-ADVP 32
the DT B-NP 32
Dow NNP I-NP 32
Jones NNP I-NP 32
Industrial NNP I-NP 32
Average NNP I-NP 32
plunged VBD B-VP 32
more JJR B-NP 32
than IN I-NP 32
190 CD I-NP 32
points NNS I-NP 32
. . O 32
Currency NN B-NP 33
analysts NNS I-NP 33
predict VBP B-VP 33
that IN B-SBAR 33
in IN B-PP 33
the DT B-NP 33
coming VBG I-NP 33
week NN I-NP 33
the DT B-NP 33
foreign JJ I-NP 33
exchange NN I-NP 33
market NN I-NP 33
will MD B-VP 33
shift VB I-VP 33
its PRP$ B-NP 33
focus NN I-NP 33
back RB B-ADVP 33
to TO B-PP 33
economic JJ B-NP 33
fundamentals NNS I-NP 33
, , O 33
keeping VBG B-VP 33
a DT B-NP 33
close NN I-NP 33
eye NN I-NP 33
out IN B-ADVP 33
for IN B-PP 33
any DT B-NP 33
signs NNS I-NP 33
of IN B-PP 33
monetary JJ B-NP 33
easing NN I-NP 33
by IN B-PP 33
U.S. NNP B-NP 33
Federal NNP I-NP 33
Reserve NNP I-NP 33
. . O 33
Late RB B-ADVP 34
in IN B-PP 34
the DT B-NP 34
New NNP I-NP 34
York NNP I-NP 34
trading NN I-NP 34
day NN I-NP 34
, , O 34
the DT B-NP 34
dollar NN I-NP 34
was VBD B-VP 34
quoted VBN I-VP 34
at IN B-PP 34
1.8578 CD B-NP 34
marks NNS I-NP 34
, , O 34
up IN B-ADVP 34
from IN B-PP 34
1.8470 CD B-NP 34
marks NNS I-NP 34
late JJ B-NP 34
Thursday NNP I-NP 34
in IN B-PP 34
New NNP B-NP 34
York NNP I-NP 34
. . O 34
The DT B-NP 35
U.S. NNP I-NP 35
currency NN I-NP 35
was VBD B-VP 35
also RB I-VP 35
changing VBG I-VP 35
hands NNS B-NP 35
at IN B-PP 35
142.43 CD B-NP 35
yen NN I-NP 35
, , O 35
up IN B-ADVP 35
from IN B-PP 35
141.70 CD B-NP 35
yen NN I-NP 35
in IN B-PP 35
New NNP B-NP 35
York NNP I-NP 35
late JJ B-NP 35
Thursday NNP I-NP 35
. . O 35
In IN B-PP 36
Tokyo NNP B-NP 36
on IN B-PP 36
Monday NNP B-NP 36
, , O 36
the DT B-NP 36
U.S. NNP I-NP 36
currency NN I-NP 36
opened VBD B-VP 36
for IN B-PP 36
trading NN B-NP 36
at IN B-PP 36
141.95 CD B-NP 36
yen NN I-NP 36
, , O 36
up IN B-ADVP 36
from IN B-PP 36
Friday NNP B-NP 36
's POS B-NP 36
Tokyo NNP I-NP 36
close NN I-NP 36
of IN B-PP 36
141.35 CD B-NP 36
yen NN I-NP 36
. . O 36
On IN B-PP 37
the DT B-NP 37
Commodity NNP I-NP 37
Exchange NNP I-NP 37
in IN B-PP 37
New NNP B-NP 37
York NNP I-NP 37
, , O 37
gold NN B-NP 37
for IN B-PP 37
current JJ B-NP 37
delivery NN I-NP 37
settled VBD B-VP 37
at IN B-PP 37
$ $ B-NP 37
367.30 CD I-NP 37
an DT B-NP 37
ounce NN I-NP 37
, , O 37
up IN B-ADVP 37
20 CD B-NP 37
cents NNS I-NP 37
. . O 37
Estimated VBN B-NP 38
volume NN I-NP 38
was VBD B-VP 38
a DT B-NP 38
light NN I-NP 38
2.4 CD I-NP 38
million CD I-NP 38
ounces NNS I-NP 38
. . O 38
In IN B-PP 39
early JJ B-NP 39
trading NN I-NP 39
in IN B-PP 39
Hong NNP B-NP 39
Kong NNP I-NP 39
Monday NNP B-NP 39
, , O 39
gold NN B-NP 39
was VBD B-VP 39
quoted VBN I-VP 39
at IN B-PP 39
$ $ B-NP 39
366.50 CD I-NP 39
an DT B-NP 39
ounce NN I-NP 39
. . O 39
East NNP B-NP 40
Rock NNP I-NP 40
Partners NNP I-NP 40
Limited NNP I-NP 40
Partnership NNP I-NP 40
said VBD B-VP 40
it PRP B-NP 40
proposed VBD B-VP 40
to TO I-VP 40
acquire VB I-VP 40
A.P. NNP B-NP 40
Green NNP I-NP 40
Industries NNP I-NP 40
Inc. NNP I-NP 40
for IN B-PP 40
$ $ B-NP 40
40 CD I-NP 40
a DT B-NP 40
share NN I-NP 40
. . O 40
In IN B-PP 41
an DT B-NP 41
Oct. NNP I-NP 41
19 CD I-NP 41
letter NN I-NP 41
to TO B-PP 41
A.P. NNP B-NP 41
Green NNP I-NP 41
's POS B-NP 41
board NN I-NP 41
, , O 41
East NNP B-NP 41
Rock NNP I-NP 41
said VBD B-VP 41
the DT B-NP 41
offer NN I-NP 41
is VBZ B-VP 41
subject NN B-ADJP 41
to TO B-PP 41
the DT B-NP 41
signing NN I-NP 41
of IN B-PP 41
a DT B-NP 41
merger NN I-NP 41
agreement NN I-NP 41
by IN B-PP 41
no DT B-ADVP 41
later RB I-ADVP 41
than IN B-PP 41
Oct. NNP B-NP 41
31 CD I-NP 41
. . O 41
The DT B-NP 42
letter NN I-NP 42
, , O 42
attached VBN B-VP 42
to TO B-PP 42
a DT B-NP 42
filing NN I-NP 42
with IN B-PP 42
the DT B-NP 42
Securities NNP I-NP 42
and CC I-NP 42
Exchange NNP I-NP 42
Commission NNP I-NP 42
, , O 42
said VBD B-VP 42
the DT B-NP 42
approval NN I-NP 42
is VBZ B-VP 42
also RB B-ADVP 42
contingent JJ B-ADJP 42
upon IN B-PP 42
obtaining VBG B-VP 42
satisfactory JJ B-NP 42
financing NN I-NP 42
. . O 42
An DT B-NP 43
A.P. NNP I-NP 43
Green NNP I-NP 43
official NN I-NP 43
declined VBD B-VP 43
to TO I-VP 43
comment VB I-VP 43
on IN B-PP 43
the DT B-NP 43
filing NN I-NP 43
. . O 43
The DT B-NP 44
$ $ I-NP 44
40-a-share JJ I-NP 44
proposal NN I-NP 44
values VBZ B-VP 44
the DT B-NP 44
company NN I-NP 44
at IN B-PP 44
about RB B-NP 44
$ $ I-NP 44
106.6 CD I-NP 44
million CD I-NP 44
. . O 44
A.P. NNP B-NP 45
Green NNP I-NP 45
currently RB B-ADVP 45
has VBZ B-VP 45
2,664,098 CD B-NP 45
shares NNS I-NP 45
outstanding JJ B-ADJP 45
. . O 45
Its PRP$ B-NP 46
stock NN I-NP 46
closed VBD B-VP 46
at IN B-PP 46
$ $ B-NP 46
38 CD I-NP 46
, , O 46
up IN B-ADVP 46
$ $ B-NP 46
1.875 CD I-NP 46
, , O 46
in IN B-PP 46
national JJ B-NP 46
over-the-counter JJ I-NP 46
trading NN I-NP 46
. . O 46
The DT B-NP 47
company NN I-NP 47
is VBZ B-VP 47
a DT B-NP 47
Mexico NNP I-NP 47
, , I-NP 47
Mo. NNP I-NP 47
, , I-NP 47
maker NN I-NP 47
of IN B-PP 47
refractory JJ B-NP 47
products NNS I-NP 47
. . O 47
East NNP B-NP 48
Rock NNP I-NP 48
also RB B-ADVP 48
said VBD B-VP 48
in IN B-PP 48
the DT B-NP 48
filing NN I-NP 48
that IN B-SBAR 48
it PRP B-NP 48
boosted VBD B-VP 48
its PRP$ B-NP 48
stake NN I-NP 48
in IN B-PP 48
A.P. NNP B-NP 48
Green NNP I-NP 48
to TO B-PP 48
8.7 CD B-NP 48
% NN I-NP 48
. . O 48
It PRP B-NP 49
now RB B-ADVP 49
holds VBZ B-VP 49
233,000 CD B-NP 49
A.P. NNP I-NP 49
Green NNP I-NP 49
common JJ I-NP 49
shares NNS I-NP 49
, , O 49
including VBG B-PP 49
30,000 CD B-NP 49
shares NNS I-NP 49
bought VBD B-VP 49
last JJ B-NP 49
Thursday NNP I-NP 49
for IN B-PP 49
$ $ B-NP 49
35.50 CD I-NP 49
to TO I-NP 49
$ $ I-NP 49
36.50 CD I-NP 49
a DT B-NP 49
share NN I-NP 49
. . O 49
New NNP B-NP 50
York-based JJ I-NP 50
John NNP I-NP 50
Kuhns NNP I-NP 50
and CC I-NP 50
Robert NNP I-NP 50
MacDonald NNP I-NP 50
control NN B-VP 50
East NNP B-NP 50
Rock NNP I-NP 50
Partners NNP I-NP 50
Inc. NNP I-NP 50
, , O 50
the DT B-NP 50
sole JJ I-NP 50
general JJ I-NP 50
partner NN I-NP 50
of IN B-PP 50
East NNP B-NP 50
Rock NNP I-NP 50
Partners NNP I-NP 50
L.P NNP I-NP 50
. . O 50
The DT B-NP 51
sole JJ I-NP 51
limited JJ I-NP 51
partner NN I-NP 51
of IN B-PP 51
the DT B-NP 51
partnership NN I-NP 51
is VBZ B-VP 51
Westwood NNP B-NP 51
Brick NNP I-NP 51
Lime NNP I-NP 51
Inc. NNP I-NP 51
, , O 51
an DT B-NP 51
indirect JJ I-NP 51
subsidiary NN I-NP 51
of IN B-PP 51
Westwood NNP B-NP 51
Group NNP I-NP 51
Inc NNP I-NP 51
. . O 51
Both DT B-NP 52
Westwood NNP B-NP 52
Brick NNP I-NP 52
and CC O 52
Westwood NNP B-NP 52
Group NNP I-NP 52
are VBP B-VP 52
based VBN I-VP 52
in IN B-PP 52
Boston NNP B-NP 52
. . O 52
Freight NN B-NP 53
rates NNS I-NP 53
, , O 53
declining VBG B-VP 53
for IN B-PP 53
most RBS B-NP 53
of IN B-PP 53
the DT B-NP 53
decade NN I-NP 53
because IN B-PP 53
of IN I-PP 53
competition NN B-NP 53
spurred VBN B-VP 53
by IN B-PP 53
deregulation NN B-NP 53
, , O 53
are VBP B-VP 53
bottoming VBG I-VP 53
out IN B-PRT 53
, , O 53
turning VBG B-VP 53
upward RB B-ADVP 53
and CC O 53
threatening VBG B-VP 53
to TO I-VP 53
fuel VB I-VP 53
inflation NN B-NP 53
. . O 53
